924
7.0
4.0
13.0
9.0
14.0
15.0
6.0
9.0
22.0
17.0
21.0
35.0
29.0
28.0
14.0
17.0
14.0
33.0
32.0
22.0
30.0
26.0
29.0
22.0
20.0
16.0
28.0
23.0
21.0
17.0
15.0
23.0
25.0
28.0
19.0
29.0
26.0
24.0
19.0
20.0
23.0
